YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1946,8,19.25,-69,NORTHEASTERN COAST,DOMINICAN REPUBLIC,Definite Tsunami,7.9,15,,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1946,12,33,135.6,HONSHU: S COAST,JAPAN,Definite Tsunami,8.1,20,2.5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1952,11,52.755,160.057,KAMCHATKA,RUSSIA,Definite Tsunami,9,22,4,Moderate (~$1 to $5 million),Very Many (~1001 or more people)
1960,5,-38.143,-73.407,SOUTHERN CHILE,CHILE,Definite Tsunami,9.5,33,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
358,8,40.77,29.9,MARMARA SEA,TURKEY,Very Doubtful Tsunami,,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1884,9,42.35,-82.95,"IN THE DETROIT RIVER, MI",USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1821,9,38.083,-75.208,"ASSATEAGUE ISLAND, VA",USA,Very Doubtful Tsunami,,,,,
1944,9,38.933,-74.9,NEW JERSEY COAST,USA,Very Doubtful Tsunami,,,,,
1991,5,37.133,26.833,EAST AEGEAN SEA,GREECE,Very Doubtful Tsunami,,,,,
1990,5,7,126,"CANIGUIN IS.,PHILIPPINES",PHILIPPINES,Very Doubtful Tsunami,,,,,
1996,1,38.367,22.083,W. CORINTH GULF,GREECE,Definite Tsunami,,,2,Limited (<$1 million),
1964,5,40.8,-73.1,"LONG ISLAND, NY",USA,Probable Tsunami,,0,,,
1974,10,-5.52,148.121,"RITTER ISLAND, PAPUA NEW GUINEA",PAPUA NEW GUINEA,Definite Tsunami,,70,,,
1913,6,39.314,-74.525,"LONGPORT, NJ",USA,Questionable Tsunami,,,,Limited (<$1 million),
1997,12,16.72,-62.18,WHITE RIVER VALLEY,MONTSERRAT,Definite Tsunami,,,,,
1971,9,-10.38,165.8,"TINAKULA, SANTA CRUZ ISLANDS",SOLOMON ISLANDS,Definite Tsunami,,,,,
1755,10,43.5,-78,LAKE ONTARIO,USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1972,8,-6.7,147,SOLOMON SEA,PAPUA NEW GUINEA,Probable Tsunami,,,,Limited (<$1 million),
1996,1,54.05,159.43,"KARYMSKOYE, KAMCHATKA, RUSSIA",RUSSIA,Definite Tsunami,,,,Limited (<$1 million),
1931,12,22.8,-80.4,NORTHERN COAST (LAS VILLAS),CUBA,Very Doubtful Tsunami,,0,,,
1926,1,44.233,-68.35,"BERNARD, ME",USA,Questionable Tsunami,,,,,
1944,,40.3,-74,"CONEY ISLAND, NY",USA,Very Doubtful Tsunami,,,,,
2000,11,34.5,-120.65,"POINT ARGUELLO, S. CALIFORNIA",USA,Very Doubtful Tsunami,,0,,Limited (<$1 million),
1994,9,-4.238,152.214,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,,,,Extreme (~$25 million or more),
1952,5,43.1,-82.4,"LAKE HURON, MI",USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1912,4,42,-81,"SOUTHERN SHORE, LAKE ERIE (OHIO)",USA,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),
1902,5,14.82,-61.17,MOUNT PELEE,MARTINIQUE (FRENCH TERRITORY),Questionable Tsunami,,,,,
1938,9,39.95,-74.12,NEW JERSEY COAST,USA,Very Doubtful Tsunami,,,,,
1997,12,54.841,162.035,KAMCHATKA,RUSSIA,Probable Tsunami,,,2,Limited (<$1 million),
1924,8,40.567,-73.983,"CONEY ISLAND, NY",USA,Very Doubtful Tsunami,,,,,
1981,5,-35.616,20.267,AGULHAS BANK,SOUTH AFRICA,Questionable Tsunami,,,,,
1879,,41.28,-70.08,"OFF COAST NANTUCKET, MASSACHUSETTS",USA,Very Doubtful Tsunami,,,,,
1972,10,-5.52,148.121,"RITTER ISLAND, PAPUA NEW GUINEA",PAPUA NEW GUINEA,Questionable Tsunami,,,,,
1979,9,11.517,-69.5,PUERTO CUMAREBO,VENEZUELA,Questionable Tsunami,5,0,,Limited (<$1 million),
1906,,10.6,-66.95,MAIQUETIA,VENEZUELA,Very Doubtful Tsunami,,,,,
557,,40.9,27.6,MARMARA SEA,TURKEY,Probable Tsunami,7,,3,,
1990,12,23.722,121.627,TAIWAN,TAIWAN,Definite Tsunami,6.3,10,,Limited (<$1 million),
1971,9,46.4,141.1,TATAR STRAIT,RUSSIA,Definite Tsunami,6,21,-4,,
1811,12,35.6,-90.4,AR: NE  - NEW MADRID EARTHQUAKES,USA,Event that only caused a seiche or disturbance in an inland river,8,,,,
1961,6,8.9,-73.4,NORTHEASTERN,COLOMBIA,Event that only caused a seiche or disturbance in an inland river,6.5,120,,,
2002,3,23.346,124.09,JAPAN,JAPAN,Probable Tsunami,6.4,33,,,
1997,10,-22.1,-176.77,TONGA ISLANDS,TONGA,Definite Tsunami,7.7,167,,,
1987,7,-14.074,167.828,VANUATU ISLANDS,VANUATU,Probable Tsunami,6.7,48,,,
1987,6,-10.717,162.33,SOLOMON ISLANDS,SOLOMON ISLANDS,Very Doubtful Tsunami,6.3,75,,,
1984,2,38.396,22.094,"CORINTHOS GULF, GREECE",GREECE,Definite Tsunami,5.4,29,3,,
1977,4,-9.828,163.323,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.8,33,-1,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1984,6,31.448,140.036,"TORI SHIMA, OKINAWA",JAPAN,Definite Tsunami,5.5,41,,,
1895,9,40.667,-74.883,"HIGH BRIDGE, NJ",USA,Probable Tsunami,4.3,,,,
1823,5,42.7,-79,LAKE ERIE,USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1817,1,39.95,-75.1,"PHILADELPHIA, PENNSYLVANIA",USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1987,2,36.988,141.689,E. HONSHU ISLAND,JAPAN,Definite Tsunami,6.7,48,,,
1989,11,18.986,-68.833,PUERTO RICO,USA TERRITORY,Probable Tsunami,4.4,26,,,
2001,12,23.954,122.734,TAIWAN,TAIWAN,Definite Tsunami,6.8,14,,,
2004,1,-3.12,127.4,SERAM ISLAND,INDONESIA,Definite Tsunami,6.7,17,,,
2003,10,37.812,142.619,E. HONSHU ISLAND,JAPAN,Definite Tsunami,7,10,,,
1996,10,31.885,131.468,KYUSHU ISLAND,JAPAN,Definite Tsunami,6.7,22,0.5,Limited (<$1 million),
1995,11,-28.906,-71.417,NORTHERN CHILE,CHILE,Definite Tsunami,6.7,20,-3,,
1994,10,43.905,147.916,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.3,33,-3,,
1994,4,40.608,143.683,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.4,13,-1.5,,
1990,9,33.267,138.643,"W. OF BONIN ISLANDS, IZU IS., JAPAN",JAPAN,Definite Tsunami,6.5,10,,,
1982,7,36.194,141.702,"IBARAKI, JAPAN",JAPAN,Definite Tsunami,7.2,37,-1,,
1979,2,40.232,143.703,"IWATE, JAPAN",JAPAN,Definite Tsunami,6.4,10,,,
1978,3,44.026,149.002,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.7,33,-2.5,,
1974,2,-7.4,155.6,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.1,40,2,Moderate (~$1 to $5 million),
1969,8,-6.6,146.9,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,5.4,17,-1,,
1970,12,43.84,39.34,BLACK SEA,RUSSIA,Definite Tsunami,5.1,7,2,,
1983,8,55.867,161.287,"KAMCHATKA BAY, RUSSIA",RUSSIA,Definite Tsunami,7.1,63,,,
1971,9,46.3,140.9,TATAR STRAIT,RUSSIA,Definite Tsunami,6.2,16,-3,,
1895,10,37,-89.4,"CHARLESTON, MO",USA,Event that only caused a seiche or disturbance in an inland river,6.7,,,,
1916,11,10.46,-67.77,OCUMARE DE LA COSTA DE ORO,VENEZUELA,Questionable Tsunami,,0,,,
1873,10,8.96,-79.53,PANAMA CITY,PANAMA,Very Doubtful Tsunami,,0,,,
1856,8,16,-88,BAY OF HONDURAS,HONDURAS,Definite Tsunami,7.5,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1802,8,10.3,-64.5,CUMANA,VENEZUELA,Probable Tsunami,,,,,
1929,8,42.9,-78.3,"ATTICA, NEW YORK",USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1884,8,40.6,-73.75,"ROCKAWAY BEACH, NEW YORK",USA,Questionable Tsunami,5.5,,,,
1871,6,40.5,-73.9,"LONG ISLAND, NEW YORK",USA,Questionable Tsunami,,,,,
1840,11,39.8,-75.2,"PHILADELPHIA, PENNSYLVANIA",USA,Event that only caused a seiche or disturbance in an inland river,5.2,,,,
1982,3,-9.265,118.479,SUMBAWA ISLAND,INDONESIA,Very Doubtful Tsunami,6.6,33,,,
1939,12,39.77,39.533,SOUTH BLACK SEA,TURKEY,Definite Tsunami,7.7,35,4,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1927,6,44.4,34.4,"CRIMEA, BLACK SEA",UKRAINE,Definite Tsunami,6,27,2,Moderate (~$1 to $5 million),
1905,10,44.5,37.5,BLACK SEA,RUSSIA,Definite Tsunami,5.1,,2,,
1998,5,22.306,125.308,TAIWAN:  SOUTHEAST OF,TAIWAN,Definite Tsunami,7.5,33,,,
1996,12,31.789,131.314,SEA OF JAPAN,JAPAN,Definite Tsunami,6.7,49,-2,,
1996,9,-22.118,-113.436,EASTER ISLAND REGION,CHILE,Definite Tsunami,6.9,10,-2.5,,
1996,9,31.555,139.931,HONSHU ISLAND,JAPAN,Definite Tsunami,5.7,33,-2,,
1996,6,51.478,-176.847,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,7.3,24,-1.5,,
1996,2,15.978,-98.07,MEXICO,MEXICO,Definite Tsunami,7.1,21,-3,,
1995,10,28.094,130.148,RYUKYU ISLANDS,JAPAN,Definite Tsunami,6.8,20,0.5,,
1995,10,27.929,130.175,RYUKYU ISLANDS,JAPAN,Definite Tsunami,7.1,28,1.5,Limited (<$1 million),
1995,4,12.047,125.92,SAMAR ISLAND,PHILIPPINES,Definite Tsunami,6.8,23,-2,,
1995,4,12.059,125.58,SAMAR ISLAND,PHILIPPINES,Definite Tsunami,7.2,21,-2,,
1994,9,40.402,-125.68,N. CALIFORNIA,USA,Definite Tsunami,7,10,-3,Limited (<$1 million),
1993,11,51.934,158.647,KAMCHATKA,RUSSIA,Definite Tsunami,7,34,-3,,
1993,8,41.985,139.839,JAPAN,JAPAN,Definite Tsunami,6.3,13,,,
1992,7,39.419,143.33,HONSHU ISLAND,JAPAN,Definite Tsunami,7,29,-0.5,,
1992,1,18,108,SOUTH CHINA SEA,CHINA,Definite Tsunami,3.7,,,Limited (<$1 million),
1991,12,45.533,151.021,S. KURIL ISLANDS,RUSSIA,Very Doubtful Tsunami,7.6,24,0.5,,
1991,10,-9.094,158.442,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.2,23,-2.5,,
1991,2,58.427,-175.45,"BERING SEA, AK",USA,Definite Tsunami,6.7,20,,,
1991,2,48.268,154.328,N. KURIL ISLANDS,RUSSIA,Definite Tsunami,5.7,39,,,
1991,2,-9.929,159.139,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,6.9,10,,Limited (<$1 million),
1990,2,34.706,139.252,JAPAN,JAPAN,Definite Tsunami,6.4,14,,,
1989,10,39.571,143.333,N. HONSHU ISLAND,JAPAN,Definite Tsunami,6.5,10,,,
1989,9,55.543,-156.835,"SEMIDI ISLANDS, AK",USA,Definite Tsunami,7.1,11,,,
1988,6,18.606,121.013,NORTH OF LUZON ISLAND,PHILIPPINES,Definite Tsunami,5.4,53,,,
1988,2,-24.753,-70.433,NORTHERN CHILE,CHILE,Definite Tsunami,7.2,37,,,
1987,11,58.586,-143.27,"GULF OF ALASKA, AK",USA,Definite Tsunami,7.2,10,,,
1987,10,-7.288,154.371,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7,25,,,
1987,10,-17.94,-172.225,TONGA ISLANDS,TONGA,Definite Tsunami,7.3,16,,,
1987,3,37.447,137.865,HONSHU ISLAND,JAPAN,Definite Tsunami,5.1,23,,,
1986,5,52.327,-174.504,"ANDREANOF ISLANDS, AK",USA,Very Doubtful Tsunami,6.4,15,,,
1984,9,34.006,141.5,HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,48,,,
1984,3,44.117,148.192,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.2,44,-2,,
1983,6,41.346,139.099,N. HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,10,,Limited (<$1 million),
1983,6,40.249,138.948,"NOSHIRO, JAPAN",JAPAN,Definite Tsunami,5.9,26,,,
1983,3,-4.056,127.924,BANDA SEA,INDONESIA,Definite Tsunami,6.9,17,1.5,,
1982,12,33.826,139.434,S. OF HONSHU ISLAND,JAPAN,Definite Tsunami,6.4,22,-1,,
1982,2,4.374,97.755,JAVA TRENCH,INDONESIA,Questionable Tsunami,5.4,52,,,
1981,1,38.64,142.75,E. HONSHU ISLAND,JAPAN,Definite Tsunami,6.9,,,,
1980,2,43.53,146.753,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7,44,-2,,
1979,2,60.691,-141.671,"SE. ALASKA, AK",USA,Definite Tsunami,7.5,15,,Limited (<$1 million),
1978,7,22.282,121.512,TAIWAN,TAIWAN,Probable Tsunami,7.4,17,-1,,
1978,6,8.249,122.403,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,Probable Tsunami,6.9,24,,,
1977,10,-25.856,-175.406,TONGA TRENCH,TONGA,Questionable Tsunami,7.2,33,-3,,
1977,8,-1.081,146.23,ADMIRALTY ISLANDS,PAPUA NEW GUINEA,Questionable Tsunami,5.5,33,-0.5,,
1976,1,44.915,149.123,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7,41,-2.5,,
1975,6,43.024,147.734,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7,15,2,Moderate (~$1 to $5 million),
1975,3,-29.9,-71.3,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,6.9,4,,Limited (<$1 million),Few (~1 to 50 people)
1974,9,43.2,146.7,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,6.7,43,-1,,
1974,8,-38.5,-73.4,SOUTHERN CHILE,CHILE,Very Doubtful Tsunami,7.1,36,,,
1974,1,-7.5,155.9,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7,34,1,,
1972,12,-30.6,-71,CENTRAL CHILE,CHILE,Questionable Tsunami,5.4,60,,,
1972,8,-6,152.9,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.1,10,,,
1972,6,-30.5,-71.8,CENTRAL CHILE,CHILE,Questionable Tsunami,6.6,39,,,
1971,11,51.5,179.1,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Questionable Tsunami,5.7,21,,,
1971,9,-6.5,146.6,BISMARCK SEA,PAPUA NEW GUINEA,Questionable Tsunami,7,115,0.5,Limited (<$1 million),
1971,9,46.4,141.1,TATAR STRAIT,RUSSIA,Definite Tsunami,6.6,6,-3,,
1971,9,46.7,141.4,TATAR STRAIT,RUSSIA,Definite Tsunami,5.5,29,,,
1971,8,41.4,143.5,JAPAN TRENCH,JAPAN,Definite Tsunami,7.3,51,-0.5,Limited (<$1 million),
1971,5,51.228,-177.173,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,7.1,30,-3,,
1970,11,-20.94,-69.81,NORTHERN CHILE,CHILE,Questionable Tsunami,6,33,,,
1970,7,32.2,131.7,SEIKAIDO,JAPAN,Definite Tsunami,7,34,,Limited (<$1 million),
1970,6,-22.28,-70.55,NORTHERN CHILE,CHILE,Questionable Tsunami,6.4,44,,,
1970,6,-52,-73.8,SOUTHERN CHILE,CHILE,Questionable Tsunami,6,10,,,
1969,4,32.2,132.1,RYUKYU ISLANDS,JAPAN,Definite Tsunami,6.5,41,-3,,
1968,8,33.3,132.2,SEIKAIDO-NANKAIDO,JAPAN,Very Doubtful Tsunami,6.5,10,0,,
1996,10,30.568,131.093,KYUSHU ISLAND,JAPAN,Definite Tsunami,6.6,10,-2.5,,
1992,5,-11.122,165.239,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.1,19,,,
1984,12,56.194,163.46,KAMCHATKA,RUSSIA,Definite Tsunami,6.8,33,,,
1970,9,-44.64,173.62,NEW ZEALAND,NEW ZEALAND,Questionable Tsunami,5.1,,,,
1612,11,35.5,25.5,ISLAND OF CRETE,GREECE,Definite Tsunami,6.7,,4,,
1775,3,19,-72.3,HAITI: UNKNOWN LOCATION,HAITI,Very Doubtful Tsunami,,,,Severe (~>$5 to $24 million),
1668,4,42.35,-71.05,"BOSTON AND SALEM, MASSACHUSETTS",USA,Event that only caused a seiche or disturbance in an inland river,,,,,
1615,6,44.9,35.5,BLACK SEA,UKRAINE,Definite Tsunami,5.7,,2,Limited (<$1 million),
478,9,40.8,29.2,MARMARA SEA,TURKEY,Probable Tsunami,,,,,
407,4,41,29,MARMARA SEA,TURKEY,Very Doubtful Tsunami,6.6,,4,Limited (<$1 million),
2004,9,33.184,137.071,SOUTH COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.4,10,,Limited (<$1 million),
2004,9,33.07,136.618,SOUTH COAST HONSHU ISLAND,JAPAN,Definite Tsunami,7.2,14,,Limited (<$1 million),
2003,11,51.146,178.65,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Definite Tsunami,7.8,33,,Limited (<$1 million),
2003,5,36.964,3.634,N. ALGERIA,ALGERIA,Definite Tsunami,6.8,12,1.5,Extreme (~$25 million or more),Very Many (~1001 or more people)
2003,1,18.77,-104.104,S. MEXICO,MEXICO,Definite Tsunami,7.5,24,0.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2003,1,-10.491,160.77,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.3,33,,,
2002,10,-1.757,134.297,IRIAN JAYA,INDONESIA,Very Doubtful Tsunami,7.6,10,2.82,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2002,9,13.036,93.068,"ANDAMAN ISLANDS, INDIA",INDIA,Definite Tsunami,6.5,21,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2002,9,-3.26,142.94,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,7.6,13,1.08,Severe (~>$5 to $24 million),Few (~1 to 50 people)
2002,3,24.279,122.179,TAIWAN,TAIWAN,Definite Tsunami,7.1,33,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2002,3,6.033,124.249,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,Definite Tsunami,7.5,31,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2002,1,-17.6,167.856,VANUATU ISLANDS,VANUATU,Definite Tsunami,7.2,21,-4.14,Limited (<$1 million),
2000,11,-4.001,152.327,BISMARCK SEA,PAPUA NEW GUINEA,Definite Tsunami,8,17,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
2000,7,34.221,139.131,"KOZU-SHIMA ISLAND, HONSHU",JAPAN,Definite Tsunami,6.1,10,,Limited (<$1 million),Few (~1 to 50 people)
2000,6,-13.802,97.453,SOUTH INDIAN OCEAN,AUSTRALIA,Definite Tsunami,7.9,10,,,
2000,5,-1.105,123.573,SULAWESI,INDONESIA,Definite Tsunami,7.6,26,,Extreme (~$25 million or more),Few (~1 to 50 people)
1997,12,54.841,162.035,KAMCHATKA,RUSSIA,Definite Tsunami,7.8,33,0.5,,
1997,7,10.598,-63.486,CARIACO-CUMANA,VENEZUELA,Probable Tsunami,7,20,,Extreme (~$25 million or more),Some (~51 to 100 people)
1997,4,-12.584,166.676,SANTA CRUZ IS. VANUATU,SOLOMON ISLANDS,Definite Tsunami,7.7,33,-2,Limited (<$1 million),
1996,11,-14.993,-75.675,S. PERU,PERU,Definite Tsunami,7.7,33,-1,Extreme (~$25 million or more),Few (~1 to 50 people)
1996,6,51.564,-177.632,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,7.9,33,0.5,,
1995,12,44.663,149.3,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,7.9,33,0.5,,
1995,11,28.826,34.799,GULF OF ELAT-AQABA,EGYPT,Definite Tsunami,7.2,10,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,9,16.779,-98.597,S. MEXICO,MEXICO,Probable Tsunami,7.4,23,-1,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,8,-5.799,154.178,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.7,30,-1.5,Limited (<$1 million),
1995,7,-23.34,-70.294,NORTHERN CHILE,CHILE,Definite Tsunami,8,46,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1995,6,38.401,22.283,GULF OF CORINTH: AIYION,GREECE,Definite Tsunami,6.5,14,3,Extreme (~$25 million or more),Few (~1 to 50 people)
1995,5,52.629,142.827,SAKHALIN ISLAND,RUSSIA,Definite Tsunami,7.1,11,-2,Extreme (~$25 million or more),Very Many (~1001 or more people)
1995,5,-23.008,169.9,LOYALTY ISLANDS,NEW CALEDONIA,Definite Tsunami,7.7,20,-2,,
1995,4,-15.199,-173.529,SAMOA ISLANDS,SAMOA,Definite Tsunami,7.4,21,-1.5,,
1995,1,34.583,135.018,"KOBE, JAPAN",JAPAN,Definite Tsunami,6.9,22,-2,Extreme (~$25 million or more),Very Many (~1001 or more people)
1994,12,40.525,143.419,"TOHUKU, JAPAN",JAPAN,Definite Tsunami,7.8,27,,Extreme (~$25 million or more),Few (~1 to 50 people)
1994,10,43.773,147.321,S. KURIL ISLANDS,RUSSIA,Definite Tsunami,8.3,14,2.6,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1994,1,1.015,127.733,HALMAHERA,INDONESIA,Definite Tsunami,7,20,1.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1994,1,34.213,-118.537,"WEST COAST, USA",USA,Probable Tsunami,6.7,18,-3,Extreme (~$25 million or more),Some (~51 to 100 people)
1993,8,12.982,144.801,"GUAM, MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,7.8,59,,Extreme (~$25 million or more),
1993,6,51.218,157.829,KAMCHATKA,RUSSIA,Definite Tsunami,7.5,71,-0.5,,
1993,2,37.634,137.245,HONSHU ISLAND,JAPAN,Definite Tsunami,6.3,11,-0.5,,
1992,5,7.191,126.762,PHILIPPINES,PHILIPPINES,Definite Tsunami,7.3,33,,Limited (<$1 million),
1992,4,40.368,-124.316,"CAPE MENDOCINO, N. CALIFORNIA",USA,Definite Tsunami,7.2,15,0.5,Extreme (~$25 million or more),
1990,12,37.3,15.438,EASTERN SICILY,ITALY,Definite Tsunami,5.3,11,,Extreme (~$25 million or more),Few (~1 to 50 people)
1990,4,15.125,147.596,"MARIANA TRENCH, N. MARIANA ISLANDS",USA TERRITORY,Definite Tsunami,7.5,11,,,
1990,3,9.919,-84.808,COSTA RICA,COSTA RICA,Definite Tsunami,7,22,,Moderate (~$1 to $5 million),
1989,11,39.837,142.76,JAPAN,JAPAN,Probable Tsunami,7.4,29,,,
1989,10,37.036,-121.883,N. CALIFORNIA,USA,Definite Tsunami,6.9,19,,Extreme (~$25 million or more),Some (~51 to 100 people)
1989,6,19.362,-155.083,HAWAII,USA,Definite Tsunami,6.5,9,,,
1989,5,-52.341,160.568,MACQUARIE ISLAND,AUSTRALIA,Definite Tsunami,8.1,10,,,
1988,7,-5.964,148.78,PAPUA NEW GUINEA,PAPUA NEW GUINEA,Definite Tsunami,6.8,53,,,
1988,3,57.262,-142.747,"GULF OF ALASKA, AK",USA,Definite Tsunami,7.8,15,,Limited (<$1 million),
1987,11,58.679,-142.786,"GULF OF ALASKA, AK",USA,Definite Tsunami,7.9,10,,Limited (<$1 million),
1987,10,-6.266,149.06,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.4,48,,Moderate (~$1 to $5 million),
1987,3,32.034,131.837,KYUSHU ISLAND,JAPAN,Definite Tsunami,6.7,54,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1987,3,-24.388,-70.161,NORTHERN CHILE,CHILE,Definite Tsunami,7.6,62,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1987,2,-6.088,147.689,SOLOMON SEA,PAPUA NEW GUINEA,Definite Tsunami,7.4,55,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1986,10,-28.117,-176.367,KERMADEC ISLANDS,NEW ZEALAND,Definite Tsunami,7.8,29,,,
1986,5,51.52,-174.776,"ANDREANOF ISLANDS, AK",USA,Definite Tsunami,8,31,,Moderate (~$1 to $5 million),
1985,9,17.802,-101.647,MEXICO,MEXICO,Definite Tsunami,7.6,31,,,
1985,9,18.19,-102.533,MEXICO,MEXICO,Definite Tsunami,8,28,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1985,7,-4.439,152.828,NEW IRELAND,PAPUA NEW GUINEA,Definite Tsunami,7.3,46,,Moderate (~$1 to $5 million),
1985,4,-9.245,114.185,BALI ISLAND,INDONESIA,Questionable Tsunami,6.2,99,,,
1985,3,17.013,-62.448,GUADELOUPE,GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,6.4,13,,Moderate (~$1 to $5 million),
1985,3,-33.132,-71.708,CENTRAL CHILE,CHILE,Definite Tsunami,8,33,,Extreme (~$25 million or more),Many (~101 to 1000 people)
1984,8,32.386,131.945,"KYUSHU, JAPAN",JAPAN,Definite Tsunami,7,46,,,
1984,1,-2.823,118.806,SULAWESI,INDONESIA,Very Doubtful Tsunami,6.8,33,,Limited (<$1 million),Few (~1 to 50 people)
1983,11,-6.852,72.11,CHAGOS ARCHIPELAGO REGION,UK TERRITORY,Definite Tsunami,7.7,10,,Limited (<$1 million),
1983,10,-26.535,-70.563,NORTHERN CHILE,CHILE,Definite Tsunami,7.7,15,0.2,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1983,8,18.231,120.86,LUZON ISLAND,PHILIPPINES,Definite Tsunami,6.6,29,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1983,8,40.142,24.766,NORTH AEGEAN SEA,GREECE,Questionable Tsunami,7,2,2,Limited (<$1 million),
1983,3,-4.883,153.581,NEW BRITAIN,PAPUA NEW GUINEA,Definite Tsunami,7.9,89,,Moderate (~$1 to $5 million),
1982,12,-24.133,-175.864,KERMADEC ISLANDS,TONGA,Definite Tsunami,7.5,33,,,
1982,3,42.158,142.361,HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,44,,,
1981,10,18.084,-102.084,MEXICO,MEXICO,Definite Tsunami,7.3,28,,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1981,5,-48.786,164.357,NEW ZEALAND,NEW ZEALAND,Definite Tsunami,7.6,33,,,
1981,2,38.222,22.934,ATHENS-EASTERN GULF OF CORINTH,GREECE,Definite Tsunami,6.7,33,3,Extreme (~$25 million or more),Few (~1 to 50 people)
1980,7,-12.525,165.916,SOLOMON ISLANDS,SOLOMON ISLANDS,Definite Tsunami,7.9,33,,,
1980,6,34.808,139.181,HONSHU ISLAND,JAPAN,Definite Tsunami,6.2,15,,Moderate (~$1 to $5 million),
1979,11,-16.76,179.984,FIJI ISLANDS,FIJI,Questionable Tsunami,6.9,33,,Moderate (~$1 to $5 million),
