Year,Entity,Number of people affected from drought,Number of people left homeless from drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,"Number of people affected by mass movements per 100,000",Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP
2000,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2354.7,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02097423,0,0,0,0.02097423,0,0,0
2010,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,8000,30200,0,0,12.2,0,0,5000,0,0,0,0,0,0,0,0,0,0,0.005275186,0,0,0,0.004499915,0,0.000775271,0
1910,Senegal,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Senegal,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Senegal,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Senegal,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Senegal,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Senegal,140000,0,0,0,7480,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601090915,0.600689923,0,0,0.000400992,0,0,0
1970,Senegal,466500,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051474,1.045377098,0,0,0.006096902,0,0,0
1980,Senegal,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1800,0,0,140.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003939085,0,0,0,0.003939085,0,0,0
1990,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,32250,0,0,0,0,3000,9585.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Senegal,28400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.2,52966.9,8.4,0,4097.9,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058230573,0,0,0,0.058230573,0,0,0
2010,Senegal,180970.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34765.6,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005662235,0,0,0,0.005662235,0,0,0
2000,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Serbia,0,0,0,0,0,147,2703,0,0,13226,0,0,0,0,0,0,0,8803.6,0,0,214826.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49142527,0,0.031626418,0,0.459798852,0,0,0
1990,Serbia-Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636.9,7700.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Serbia-Montenegro,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,184.5,4839,0,0,0,0,0,875,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0
1990,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,123.7,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03019759,0,0,0,0.03019759,0,0,0
2000,Seychelles,0,0,0,0,0,7,483,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357432238,0,0.357432238,0,0,0,0,0
2010,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.5,0,0,0,0,0,300,0,0,930,0,0,0,0,0,0,0,0,0,0,0.07002181,0,0,0,0,0,0.07002181,0
1970,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,360,0,0,0,0,0,0,0,0,0,0,0.05299293,0,0,0,0,0,0.05299293,0
1980,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491.8,0,0,0,0,0,0,0,0,0,0,1192.1,0,0,3000,225.7,225.7,0,0,0,0.080222956,0,0,0,0,0.080222956,0,0
2010,Sint Maarten (Dutch part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,50000,250000,0,0,0,0,0,0,0,0,0,0,20.9798406,0,0,0,0,0,20.9798406,0
1990,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,4781.5,0,300,21830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073932688,0,0,0,0.073932688,0,0,0
2000,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,550,900,0,0,1032.4,0,0,38330,0,0,0,0,0,0,0,0,0,0,0.101701159,0,0,0.032039925,0.002805046,0,0.066856188,0
2010,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002768221,0,0,0,0.002768221,0,0,0
1990,Slovenia,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Slovenia,0,0,0,0,0,0,60.5,0,100,1000,0,0,0,0,0,0,0,0,0,0,500,0,105,105,0,0,39200,0,0,0,0,0,0,0,0,0,0,0.112937893,0,0.002905728,0.026995368,0.001380971,0,0.081655825,0
2010,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,0,0,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056890811,0,0,0,0.056890811,0,0,0
1930,Solomon Islands,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Solomon Islands,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Solomon Islands,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Solomon Islands,0,0,0,0,0,0,100.2,0,0,0,600,0,600,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Solomon Islands,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,18065,0,0,2000,0,0,0,0,0,0,0,0,0,0,1.355252918,0,0,0,0,0,1.355252918,0
1990,Solomon Islands,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Solomon Islands,0,0,0,0,0,0,238.4,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,125,153.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Solomon Islands,0,0,0,0,0,0,1422.5,0,0,200,0,0,0,0,0,0,0,8308,0,0,2600,0,99,4608.6,0,0,200,0,0,0,0,0,0,0,0,0,0,0.226139939,0,0.01556785,0,0.195270591,0,0.015301498,0
1960,Somalia,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Somalia,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Somalia,55350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Somalia,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,124060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Somalia,350000,0,0,0,0,0,10508.3,0,0,10000,0,0,0,0,0,0,22600,93958.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Somalia,1573562.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,236249.6,0,0,8000,0,0,40438,0,0,200,0,0,0,0,0,0,0,0,0,0,0.174603628,0,0,0,0.169465413,0,0.005138215,0
1950,South Africa,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,South Africa,500,0,0,0,0,0,100,0,0,2400,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034443942,0,0.014302406,0,0.020141536,0,0,0
1970,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,South Africa,217000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,6518.5,0,30100,76630.5,0,0,50020,0,0,14200,0,0,0,0,0,0,0,0,0,0,0.104879726,0,0,0,0.086520212,0,0.018359515,0
1990,South Africa,30000,0,0,0,100000,0,5.2,0,0,0,0,0,0,0,0,0,1550,4063.7,0,0,3646,0,730,2094,0,11780,58300,0,0,0,0,0,300,300.5,0,0,0,0.13690016,0.086541124,0,0,0.002542507,0,0.047816529,0
2000,South Africa,1500000,0,0,0,0,0,5.8,0,1000,2000,0,0,0,0,0,0,1520,13332.8,12754.8,5000,37726.4,0,490,10633.2,0,0,2904.1,0,0,0,0,0,285,437.5,0,800,44000,0.037955851,0,0.000775876,0,0.019729311,0,0.001722727,0
2010,South Africa,345000,0,0,0,158500,0,200.2,0,0,0,0,0,0,0,0,0,0,34470.6,0,14600,82600,0,400,2399.9,0,28500,61300,0,0,0,0,0,550,550,0,20000,42000,0.098954305,0.046041902,0,0,0.023406396,0,0.017490696,0
1900,South America,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,South America,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,South America,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,South America,0,0,,,,0,5850,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,South America,0,0,,,,0,25873.3,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,South America,0,0,,,,4100,4135.6,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,South America,101800.4,0,0,0,6500,4925.6,226058.4,0,0,83610,200,0,200,0,0,0,21568.4,185463.9,0,0,21197.8,0,6.3,108.3,0,0,5,0,400000,0,0,2.7,0,0,0,0,0,0.238572301,0.00670675,0.179621909,0,0.024053017,0.00000304,0.00000525,0
1970,South America,1500000,0,0,0,230010,16309.2,736309.9,0,0,93480,2000,500,2500,0,0,0,38230,938463.3,0,0,64707,0,1680,20730,0,0,930,160,1462.2,0,0,2170,0,0,0,0,0,0.191284788,0.061449604,0.069795889,0.023313947,0.035501714,0.000831164,0.00039247,0
1980,South America,2383304.9,0,0,0,161660,66620,177043.2,0,9000,345240,1160,0,1660,0,0,100000,92791.9,2358529.8,0,0,849590,0,12249.4,53706.7,0,0,6250,740.6,87829.6,0,0,99260,75,15355.2,0,0,10000,0.313612788,0.033366208,0.067466682,0,0.168479077,0.020425684,0.001018503,0.021081987
1990,South America,1441436,0,0,0,88700,57489.2,161751.4,0,10000,199952.6,15035,460,15495.6,0,0,1500,98579.6,391357.5,0,43850,673589,0.072207729,5100,65113.3,0,2100,15800,2578.1,37230.6,300,1500,90640,380,2060,0,0,43600,0.100599732,0.008249886,0.015719118,0.004340928,0.056829984,0.009995599,0.001481712,0.000148702
2000,South America,250249,0,0,0,177170,12726.5,107964.4,0,29000,101505,55102.1,0,55104.1,0,0,16097.5,44227.2,1470157.3,54800,51000,717320,0,2920,34992.9,0,300,39000,14800.3,17685.9,0,0,24600,28.5,12828.5,0,0,11000,0.067330722,0.013824925,0.005281862,0.0000743,0.042113124,0.001203292,0.003067855,0.000829556
2010,South America,3369723.5,0,0,0,1092470,80534,437239.7,334400,891000,3300400,98068.2,0,98068.2,0,0,70400,26239.2,1548761.9,151,119800,1399910,0,400,12822.4,0,0,15020,653,6665.9,0,0,30200,256.7,1018452.4,0,18000,98400,0.15758464,0.026927869,0.086941856,0.002507917,0.035681219,0.00071092,0.000349461,0.002023758
1930,South Korea,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,South Korea,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,South Korea,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,South Korea,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8884.4,76975.1,0,0,6080,0,4300,20684.5,0,0,400,0,0,0,0,0,0,0,0,0,0,0.158757539,0,0,0,0.150963945,0,0.007793594,0
1970,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32600,121333.9,0,0,10683.4,0,0,4155,0,0,6410,0,0,0,0,10000,0,0,0,0,0,0.125000857,0,0,0,0.076264617,0.033442043,0.015294197,0
1980,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400,50517.1,0,0,18700,0,0,17722.2,0,6800,89762,0,400,0,0,4000,0,0,0,0,0,0.090764234,0,0,0,0.018408309,0.004102133,0.068253791,0
1990,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15703.8,40276.2,0,100,207665,0,1413,3995.4,0,5000,94315.8,0,168.8,0,0,10870,0,0,0,0,0,0.075701185,0,0,0,0.051794333,0.002768256,0.021138596,0
2000,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.6,34194,0,0,47759.5,0,1923.3,17426,0,67400,1013880,0,0,0,0,0,133.5,515,0,0,0,0.158436515,0,0,0,0.007838896,0,0.150597619,0
2010,South Korea,0,0,0,0,0,0,3488.9,0,0,2100,0,0,0,0,0,0,0,2900,0,0,5400,0,0,13107.3,0,0,148900,200,202.6,0,0,0,0,303.5,0,0,0,0.011937049,0,0.00013999,0.000846605,0.000428405,0,0.01052205,0
2000,South Sudan,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9279.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,South Sudan,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
1900,Soviet Union,0,0,,,,0,12511.2,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Soviet Union,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Soviet Union,500000,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Soviet Union,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Soviet Union,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Soviet Union,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Soviet Union,0,0,0,0,0,0,10000,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Soviet Union,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Soviet Union,0,0,0,0,0,56850,192628.9,0,0,1475980,0,0,0,0,0,0,1858.6,4958.6,0,0,119600,0,0,1000,0,0,0,250,250,0,0,42300,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Soviet Union,0,0,0,0,0,18450,28100.8,0,0,170000,0,0,0,0,0,0,0,6520.8,0,0,219990,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Spain,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,12,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Spain,0,0,,,,0,7,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049570763,0,0,0,0.049570763,0,0,0
1970,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,44500,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0.089051855,0,0,0.021450288,0.055803909,0,0.011797658,0
1980,Spain,0,0,0,0,296000,0,0,0,0,0,0,0,0,0,0,0,600,73620,0,0,648800,0,0,6006,0,0,100900,0,0,0,0,0,0,30,0,0,0,0.519723147,0.136431395,0,0,0.324877925,0,0.058413826,0
1990,Spain,600000,0,0,0,770000,0,2,0,0,4400.4,0,0,0,0,0,0,0,440,0,0,57660,0,0,35,0,2400,52100,0,12.9,0,0,2000,0,1712,0,0,4210.8,0.166570307,0.134285833,0.000693312,0.013411779,0.008973076,0.000311241,0.008215043,0
2000,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,5000,65620.8,0,0,0.2,0,90000,234700,0,0,0,0,0,10.5,170.6,0,12200,271200,0.056417644,0,0,0.009718473,0.006473938,0,0.017188985,0
2010,Spain,0,0,0,0,0,1500,1530,0,10000,20000,0,0,0,0,0,0,0,746.8,0,97500,315500,0,0,32,0,13700,34000,0,0,0,0,0,0,150.6,0,0,0,0.026561758,0,0.001352475,0,0.02281613,0,0.002393153,0
1950,Sri Lanka,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,25000,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,139934.7,0,0,1650,0,10000,38000,0,0,3730,0,0,0,0,0,0,0,0,0,0,0.372713718,0,0,0,0.087926088,0,0.28478763,0
1970,Sri Lanka,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,100500,0,0,10000,0,0,0,0,0,0,0,0,0,0,0.365873667,0,0,0,0,0,0.365873667,0
1980,Sri Lanka,500600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84000,254048.5,0,0,3893.4,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056955632,0,0,0,0.056955632,0,0,0
1990,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180644.1,332573.6,0,0,28388,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.294703256,0,0,0,0.294703256,0,0,0
2000,Sri Lanka,100000,0,0,0,0,48000,101930.6,0,0,131650,0,0,0,0,0,0,6016,383606.7,0,0,3505,0,0,42500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65541582,0,0.637143786,0,0.018272034,0,0,0
2010,Sri Lanka,472209.1,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,106027.3,584752.6,0,13700,219920,0,7286.1,27145.7,0,0,40300,33,179.7,0,0,0,0,0,0,0,0,0.339395829,0.005577496,0,0,0.285910943,0,0.047907389,0
1970,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032592399,0,0,0,0.032592399,0,0,0
1980,Sudan,1185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103000,263200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Sudan,1136000,0,0,0,0,0,801.5,0,0,0,0,0,0,0,0,0,20270,150920.6,0,0,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035779699,0,0,0,0.035779699,0,0,0
2000,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21078,152662.6,0,0,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17114803,0,0,0,0.17114803,0,0,0
2010,Sudan,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15690,166345.9,0,0,700,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001366778,0,0,0,0.001366778,0,0,0
1960,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001925669,0,0,0,0.001925669,0,0,0
1970,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,0,0,0,0,5,0,0,1100,0,0,0,0,0,0.019159777,0,0,0,0.017995371,0.001164406,0,0
1980,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508219,0,0,0,0.000508219,0,0,0
1990,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,17000,0,0,0,0,0,0,0,0,0,0,0.006219786,0,0,0,0,0,0.006219786,0
2000,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,280000,0,0,0,0,0,0,0,0,0,0,0.07138887,0,0,0,0,0,0.07138887,0
2010,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,0.001836332,0,0,0,0,0,0,0
1950,Switzerland,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3470,0,0,0,14,0,8230,25750,0,200,0,0,0,0,0,0,0,0,0.014790649,0,0,0,0,0,0.014790649,0
1990,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28420,39850,0,0,0,0,125280,222976,0,0,0,20000,68500,0,0,0,0,0,0.113582351,0,0,0,0.013375618,0.022946536,0.077260197,0
2000,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.1,79500,180500,245000,0,0,0.9,0,0,110500,0,178.1,0,19500,51000,0,0,0,0,0,0.102413231,0,0,0.00771216,0.05702687,0.017595568,0.020078634,0
2010,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236518448,0,10.3,0,13730,26400,0,0,0,0,0,0,0,0,0,0,0.003739557,0,0,0,0,0,0.003739557,0
1960,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031640968,0,0,0,0.031640968,0,0,0
1970,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,20500,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075587882,0,0,0,0.075587882,0,0,0
1980,Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
